1.0,1.0,0.9117647058823529,0.8571428571428571,0.0
1.0,1.0,0.8142857142857143,1.0,0.0
1.0,1.0,0.9411764705882353,1.0,0.0
1.0,1.0,0.9558823529411765,1.0,0.01818181818181818
1.0,1.0,0.9117647058823529,1.0,0.0
1.0,1.0,0.8823529411764706,1.0,0.0
1.0,1.0,0.8714285714285714,0.75,0.0
1.0,1.0,0.9142857142857143,0.875,0.0
1.0,1.0,0.9264705882352942,0.8571428571428571,0.01818181818181818
1.0,1.0,0.9411764705882353,1.0,0.0
1.0,1.0,0.9714285714285714,1.0,0.0
1.0,1.0,0.9264705882352942,1.0,0.01818181818181818
1.0,1.0,0.9142857142857143,1.0,0.0
1.0,1.0,0.8823529411764706,1.0,0.01818181818181818
1.0,1.0,0.8529411764705882,0.8571428571428571,0.03636363636363636
1.0,1.0,0.8970588235294118,1.0,0.0
1.0,1.0,0.8970588235294118,1.0,0.0
1.0,1.0,0.8152173913043478,1.0,0.0
1.0,1.0,0.7934782608695652,0.875,0.01282051282051282
1.0,1.0,0.8152173913043478,0.75,0.01282051282051282
1.0,1.0,0.7717391304347826,0.875,0.0
1.0,1.0,0.8369565217391305,1.0,0.0
1.0,1.0,0.8152173913043478,1.0,0.0
1.0,1.0,0.9130434782608695,1.0,0.0
1.0,1.0,0.8260869565217391,0.875,0.01282051282051282
1.0,1.0,0.8260869565217391,1.0,0.0
1.0,1.0,0.7391304347826086,0.875,0.0
1.0,1.0,0.6956521739130435,1.0,0.0
1.0,1.0,0.8043478260869565,0.75,0.01282051282051282
1.0,1.0,0.782608695652174,0.875,0.0
1.0,1.0,0.7717391304347826,1.0,0.0
1.0,1.0,0.8817204301075269,1.0,0.0
1.0,1.0,0.7934782608695652,1.0,0.01282051282051282
1.0,1.0,0.75,1.0,0.0
1.0,1.0,0.75,1.0,0.0
1.0,1.0,0.9239130434782609,1.0,0.0
1.0,1.0,0.9888888888888889,1.0,0.013157894736842105
1.0,1.0,0.7282608695652174,0.625,0.0
0.9285714285714286,0.0,0.7252747252747253,1.0,0.0
1.0,1.0,0.8817204301075269,1.0,0.0
1.0,1.0,0.7608695652173914,0.875,0.0
